GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,TRBL_SUBA,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,C_NECTAA,NECTADIVA,URB_AREAA,CDA,STLEG_UPA,STLEG_LOA,ZCTAA,SUBMCDA,SD_ELMA,SD_SECA,SD_UNIA,UR,PCI,PUMAA,GEOID,TRBL_CTA,TRBL_BGA,NAME_E,AMRZE001,AMRZE002,AMRZE003,AMRZE004,AMRZE005,AMRZE006,AMRZE007,AMRZE008,AMRZE009,AMRZE010,AMRZE011,AMRZE012,AMRZE013,AMRZE014,AMRZE015,AMRZE016,AMRZE017,AMRZE018,AMRZE019,AMRZE020,AMRZE021,AMRZE022,AMRZE023,AMRZE024,AMRZE025,AMR7E001,AMR7E002,AMR7E003,AMR7E004,AMR7E005,AMR7E006,AMR7E007,AMR7E008,AMR7E009,AMR7E010,AMR7E011,AMR7E012,AMR7E013,AMR7E014,AMR7E015,AMR7E016,AMR7E017,AMR8E001,AMUDE001,AMWBE001,NAME_M,AMRZM001,AMRZM002,AMRZM003,AMRZM004,AMRZM005,AMRZM006,AMRZM007,AMRZM008,AMRZM009,AMRZM010,AMRZM011,AMRZM012,AMRZM013,AMRZM014,AMRZM015,AMRZM016,AMRZM017,AMRZM018,AMRZM019,AMRZM020,AMRZM021,AMRZM022,AMRZM023,AMRZM024,AMRZM025,AMR7M001,AMR7M002,AMR7M003,AMR7M004,AMR7M005,AMR7M006,AMR7M007,AMR7M008,AMR7M009,AMR7M010,AMR7M011,AMR7M012,AMR7M013,AMR7M014,AMR7M015,AMR7M016,AMR7M017,AMR8M001,AMUDM001,AMWBM001
"G1701450","2016-2020","IL",,,"Illinois","17","Perry County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17145",,,"Perry County, Illinois",15264,118,0,1,0,0,8,0,16,61,42,339,566,452,615,339,4118,1512,1416,2104,1780,1286,414,22,55,8504,759,415,621,474,440,401,290,364,424,608,972,1059,894,351,279,153,51616,9634,85700,"Perry County, Illinois",136,96,22,2,22,22,14,22,21,37,35,143,160,113,105,143,356,251,238,327,252,245,112,29,49,214,224,128,176,150,178,130,93,125,141,151,182,175,168,113,103,96,4453,118,4963
"G1701470","2016-2020","IL",,,"Illinois","17","Piatt County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17147",,,"Piatt County, Illinois",11579,41,0,0,0,0,2,0,0,0,5,91,80,99,175,225,3297,552,682,1478,1399,2303,869,119,162,6755,217,157,258,189,210,334,271,408,344,511,527,1147,866,555,462,299,73668,7435,143000,"Piatt County, Illinois",65,44,19,19,19,19,3,19,19,19,8,57,44,44,62,76,319,126,123,199,194,317,184,66,83,174,93,68,75,73,86,108,80,115,97,138,118,165,149,143,130,90,5731,34,8358
"G1701490","2016-2020","IL",,,"Illinois","17","Pike County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17149",,,"Pike County, Illinois",10890,77,0,9,0,0,12,5,13,39,2,121,134,266,266,180,3973,502,1086,1565,946,1147,395,119,33,6258,505,348,450,415,288,296,388,326,260,434,683,698,453,260,269,185,46605,7999,83500,"Pike County, Illinois",54,47,19,14,19,19,12,6,13,40,4,55,55,87,100,69,273,102,166,156,160,166,92,59,39,178,127,85,145,100,74,90,114,80,82,78,123,125,83,87,77,63,3205,62,4583
"G1701510","2016-2020","IL",,,"Illinois","17","Pope County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17151",,,"Pope County, Illinois",3385,39,0,0,0,0,0,16,0,17,20,38,57,96,41,55,1292,197,353,380,224,365,152,43,0,1618,226,127,65,29,77,127,128,62,66,144,82,187,173,53,57,15,43140,2644,114600,"Pope County, Illinois",108,40,12,12,12,12,12,33,12,20,23,27,38,74,31,33,208,55,143,116,76,174,79,44,12,140,77,50,44,21,48,54,61,53,49,62,35,66,72,43,44,23,9234,116,23773
"G1701530","2016-2020","IL",,,"Illinois","17","Pulaski County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17153",,,"Pulaski County, Illinois",3840,19,1,0,0,0,0,5,3,1,10,61,57,87,81,73,1294,237,453,665,343,256,116,63,15,2050,188,201,135,144,129,144,115,88,76,119,327,209,70,43,36,26,37308,3163,61300,"Pulaski County, Illinois",42,13,2,17,17,17,17,7,4,5,9,31,30,46,41,40,155,54,122,111,78,95,44,68,20,140,51,59,46,51,55,58,55,38,34,45,104,59,32,34,21,12,4116,37,8592
"G1701550","2016-2020","IL",,,"Illinois","17","Putnam County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17155",,,"Putnam County, Illinois",4205,48,0,0,0,0,3,0,0,0,12,17,8,58,54,94,1354,195,418,647,490,503,237,47,20,2435,109,87,66,61,171,81,130,122,87,197,327,369,247,216,106,59,64694,3170,134800,"Putnam County, Illinois",36,38,17,17,17,17,5,17,17,17,13,12,8,29,35,39,109,56,65,96,99,85,55,29,14,153,35,41,28,28,62,31,40,37,31,49,71,73,54,58,34,25,4387,18,8317
"G1701570","2016-2020","IL",,,"Illinois","17","Randolph County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17157",,,"Randolph County, Illinois",23242,210,0,14,0,0,0,28,29,98,5,409,522,721,1080,417,7251,1735,2305,3486,1927,1818,823,217,147,12047,582,527,731,706,597,603,538,464,498,1193,1238,1921,1110,620,394,325,55319,13951,110900,"Randolph County, Illinois",243,86,25,20,25,25,25,32,27,44,5,109,114,158,172,94,388,224,296,389,235,257,200,76,81,278,164,126,180,152,129,140,100,124,134,202,209,272,206,139,110,103,3538,156,5376
"G1701590","2016-2020","IL",,,"Illinois","17","Richland County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17159",,,"Richland County, Illinois",10968,45,1,8,0,0,0,6,3,6,28,141,142,297,216,98,2561,619,1085,1600,1813,1536,635,89,39,6527,392,365,259,315,395,436,274,405,191,463,688,1012,669,213,266,184,55032,7525,88800,"Richland County, Illinois",86,33,2,14,19,19,19,11,6,12,36,60,80,107,76,48,277,182,167,216,270,223,137,45,32,204,105,121,87,92,132,135,100,126,72,112,149,204,136,75,98,69,5066,61,4628
"G1701610","2016-2020","IL",,,"Illinois","17","Rock Island County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17161",,,"Rock Island County, Illinois",98374,1387,74,39,14,115,48,76,144,746,227,723,1285,2064,2622,1395,24035,4635,9493,15574,10268,15085,6571,1078,676,60607,3981,2826,2764,3066,2972,2812,3005,2790,2271,5671,6453,7986,5537,3442,2947,2084,55980,66183,123100,"Rock Island County, Illinois",108,328,73,34,21,70,57,47,100,237,119,148,272,344,414,238,1130,436,700,860,684,826,579,204,169,546,488,414,427,422,401,360,404,382,304,551,538,665,457,380,309,351,1736,191,2055
"G1701630","2016-2020","IL",,,"Illinois","17","St. Clair County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17163",,,"St. Clair County, Illinois",178199,1485,0,0,23,62,24,98,145,418,632,1561,1639,2485,3408,2822,40297,9253,15491,28173,18443,30351,16972,2875,1542,104631,8417,5030,5169,5069,4967,4775,4513,4477,4148,7157,10670,12973,8660,6144,7267,5195,57473,120618,134800,"St. Clair County, Illinois",133,268,28,28,29,44,20,75,107,163,324,378,290,437,444,415,1621,797,1205,1606,1041,1410,1071,543,358,1085,851,696,667,640,656,540,683,513,549,628,888,900,677,637,622,520,2221,216,3012
"G1701650","2016-2020","IL",,,"Illinois","17","Saline County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17165",,,"Saline County, Illinois",17031,150,0,0,0,5,41,11,6,12,62,490,272,284,473,340,3936,837,1629,2859,2228,2297,824,137,138,10140,843,826,658,708,529,626,381,683,453,653,922,1143,630,305,438,342,43928,11700,77900,"Saline County, Illinois",69,71,22,22,22,10,47,20,10,16,49,167,111,100,131,134,339,190,233,302,286,243,149,74,106,292,174,172,165,174,162,166,118,184,123,157,131,176,146,106,158,98,1375,140,4154
"G1701670","2016-2020","IL",,,"Illinois","17","Sangamon County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17167",,,"Sangamon County, Illinois",136380,681,3,26,30,141,60,42,136,142,170,1043,1440,1831,2617,1861,31803,5787,11236,19352,11411,28706,12710,3570,1582,84093,5184,3894,3579,3537,3836,4218,3140,3872,3206,6368,7878,11667,8537,5034,5528,4615,61743,91952,144100,"Sangamon County, Illinois",89,172,4,23,34,107,53,44,134,66,71,220,316,306,308,271,1516,596,738,1035,737,1065,781,427,246,709,544,490,435,444,481,717,352,547,597,572,566,665,709,464,519,404,1673,201,2580
"G1701690","2016-2020","IL",,,"Illinois","17","Schuyler County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17169",,,"Schuyler County, Illinois",5256,1,0,9,0,0,0,0,0,24,47,60,68,140,51,71,1442,398,441,885,540,734,245,28,72,2730,105,99,127,143,148,101,224,260,109,196,279,478,175,121,106,59,51376,3448,96900,"Schuyler County, Illinois",65,5,17,19,17,17,17,17,17,36,49,42,42,77,64,34,221,130,112,187,144,141,76,20,75,203,52,57,64,58,67,47,66,103,48,74,92,107,81,59,42,42,4895,139,12248
"G1701710","2016-2020","IL",,,"Illinois","17","Scott County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17171",,,"Scott County, Illinois",3573,34,0,0,0,0,0,3,0,0,0,28,15,65,40,33,1501,179,231,386,309,574,116,46,13,1973,79,102,104,76,103,58,75,127,134,150,238,264,199,123,104,37,59352,2452,91800,"Scott County, Illinois",31,24,12,12,12,12,12,4,12,12,12,19,13,28,18,17,140,47,50,79,89,123,39,26,11,86,34,38,37,27,35,22,27,39,45,46,48,55,65,46,40,24,2926,34,10184
"G1701730","2016-2020","IL",,,"Illinois","17","Shelby County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17173",,,"Shelby County, Illinois",15517,84,0,0,0,2,0,0,3,4,0,125,89,236,344,141,6116,782,1073,2194,1752,1785,734,36,17,9158,401,381,431,500,415,463,361,318,495,903,1189,1463,921,380,362,175,59134,10628,105500,"Shelby County, Illinois",40,42,22,22,22,3,22,22,9,6,22,52,48,84,145,61,327,143,154,280,222,226,147,18,14,254,119,110,126,135,113,121,116,85,142,150,212,231,160,92,95,74,2586,42,5364
"G1701750","2016-2020","IL",,,"Illinois","17","Stark County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17175",,,"Stark County, Illinois",3839,17,12,3,0,0,0,4,0,5,4,77,30,80,99,73,1278,248,285,526,394,486,188,29,1,2304,123,163,125,116,129,126,86,97,111,190,258,358,191,82,93,56,53828,2651,87500,"Stark County, Illinois",24,15,14,6,17,17,17,8,17,8,8,37,18,38,43,30,119,74,62,87,74,79,59,20,3,105,47,46,47,45,45,37,33,36,39,47,77,79,51,26,39,29,4894,51,4942
"G1701770","2016-2020","IL",,,"Illinois","17","Stephenson County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17177",,,"Stephenson County, Illinois",31749,384,0,25,9,0,36,0,30,36,76,248,400,449,510,319,8963,1758,3357,5274,3256,4370,1705,329,215,19741,1485,1115,1155,1181,994,938,1037,998,881,1887,2106,2206,1725,742,746,545,50466,21895,99600,"Stephenson County, Illinois",147,121,25,42,13,25,44,25,37,33,53,105,143,139,143,112,477,294,366,454,357,431,273,102,87,350,280,234,208,200,185,157,177,217,198,258,291,240,248,152,157,136,2177,90,4005
"G1701790","2016-2020","IL",,,"Illinois","17","Tazewell County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17179",,,"Tazewell County, Illinois",92898,534,31,0,7,30,22,50,99,55,25,1081,530,1533,1043,1305,24981,4642,7883,14470,10450,16634,5829,1012,652,53997,2253,1828,1601,2677,2226,2139,2286,3110,2110,4178,6277,7791,5815,3687,3359,2660,66220,58941,142300,"Tazewell County, Illinois",181,193,42,28,14,44,24,49,59,43,19,326,138,249,230,250,976,574,543,832,690,781,497,211,176,596,332,326,273,389,333,342,257,426,246,354,510,610,532,350,451,317,1634,160,2815
"G1701810","2016-2020","IL",,,"Illinois","17","Union County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17181",,,"Union County, Illinois",12122,107,0,0,3,11,35,25,33,87,19,212,153,297,215,112,3384,846,1211,1557,1010,1927,656,123,99,6813,430,499,340,487,311,390,302,196,282,657,718,904,421,325,335,216,51655,8009,110500,"Union County, Illinois",93,64,19,19,5,18,42,29,26,47,16,79,73,109,84,56,365,194,271,246,145,252,134,55,58,247,94,140,115,143,90,110,112,69,86,158,148,162,98,99,123,79,2358,83,9353
"G1701830","2016-2020","IL",,,"Illinois","17","Vermilion County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17183",,,"Vermilion County, Illinois",52408,430,5,35,8,0,19,40,21,122,34,704,794,1356,1200,665,17326,4310,4759,6612,5828,5299,2236,451,154,31013,2422,1642,1996,1800,1878,1917,1604,1582,1547,2312,3363,3530,2607,1166,994,653,46842,36035,80900,"Vermilion County, Illinois",94,158,9,38,12,28,22,39,23,65,34,159,153,243,207,132,648,454,395,468,532,440,281,120,71,465,247,252,255,228,269,312,248,255,250,274,334,340,320,187,220,152,1372,177,2502
"G1701850","2016-2020","IL",,,"Illinois","17","Wabash County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17185",,,"Wabash County, Illinois",8129,57,0,0,0,0,0,0,0,0,9,127,76,181,139,91,2133,381,740,1186,1469,1010,458,50,22,4780,211,226,492,218,278,371,254,173,211,280,431,655,407,262,145,166,48878,5559,80900,"Wabash County, Illinois",84,34,19,19,19,19,19,19,19,19,15,67,38,71,70,53,219,87,164,211,173,181,114,45,17,206,85,76,170,68,97,122,98,74,75,87,100,143,104,75,54,59,4297,60,4484
"G1701870","2016-2020","IL",,,"Illinois","17","Warren County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17187",,,"Warren County, Illinois",11108,213,0,2,0,0,0,74,0,19,14,130,150,210,364,156,3218,487,1194,1470,889,1760,530,114,114,6789,412,151,303,299,394,292,439,377,314,589,870,984,472,414,256,223,54291,7683,86900,"Warren County, Illinois",106,115,19,3,19,19,19,84,19,27,16,74,91,115,107,69,272,133,198,241,158,229,116,63,71,226,97,63,86,90,144,111,111,117,103,134,142,179,108,115,80,95,6310,86,2731
"G1701890","2016-2020","IL",,,"Illinois","17","Washington County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17189",,,"Washington County, Illinois",10111,63,0,0,0,0,3,16,0,2,24,196,24,174,154,189,2683,540,834,1471,1620,1404,608,65,41,6020,220,216,322,235,265,285,293,308,139,510,570,1121,682,325,420,109,64390,6653,117400,"Washington County, Illinois",16,37,19,19,19,19,4,21,19,3,36,64,17,63,51,75,196,105,117,204,189,176,120,34,27,131,66,76,91,70,59,85,83,109,42,103,129,150,124,71,87,48,3644,59,4583
"G1701910","2016-2020","IL",,,"Illinois","17","Wayne County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17191",,,"Wayne County, Illinois",11530,69,0,0,0,0,9,0,0,79,9,496,196,210,132,247,3358,666,985,1514,1921,1170,352,101,16,7114,376,370,392,469,472,326,379,506,257,677,802,1010,525,169,291,93,50205,8003,89000,"Wayne County, Illinois",56,39,19,19,19,19,15,19,19,50,11,165,72,84,42,81,249,139,133,172,214,174,78,62,14,165,105,119,97,125,110,93,103,132,74,117,173,157,102,47,95,33,4449,41,4028
"G1701930","2016-2020","IL",,,"Illinois","17","White County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17193",,,"White County, Illinois",9889,51,0,5,0,12,0,11,8,0,25,187,113,177,196,119,2920,510,988,1318,1555,1174,360,117,43,6040,506,411,388,327,227,438,256,298,298,567,613,677,424,229,222,159,48303,7164,75400,"White County, Illinois",56,41,19,8,19,26,19,24,17,19,27,83,47,75,75,59,298,99,154,181,216,166,108,83,34,218,136,116,105,89,81,112,81,114,94,144,144,153,99,73,73,76,3111,45,4525
"G1701950","2016-2020","IL",,,"Illinois","17","Whiteside County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17195",,,"Whiteside County, Illinois",39106,449,0,0,0,36,23,5,97,134,59,388,319,603,659,611,12331,2376,3407,6199,4018,4736,2192,352,112,23225,1030,782,1292,1293,1114,1361,968,1539,936,1794,2500,3252,2373,1296,964,731,57172,25831,107800,"Whiteside County, Illinois",89,155,28,28,28,30,26,8,71,98,43,119,116,141,197,178,561,320,310,569,391,464,297,112,67,313,218,219,227,252,194,243,169,287,188,228,245,339,343,233,164,138,2612,112,4486
"G1701970","2016-2020","IL",,,"Illinois","17","Will County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17197",,,"Will County, Illinois",454786,5407,53,160,105,299,912,405,720,4350,848,3783,3174,4292,5062,8872,104033,15766,34490,64566,39063,101412,45928,6321,4765,232395,7775,4580,5868,6180,6503,6739,6977,7281,7012,14491,21669,32985,28803,22630,27292,25610,90800,245246,239400,"Will County, Illinois",52,612,58,123,63,127,231,132,186,576,216,566,393,517,607,670,2251,1025,1357,1766,1469,2074,1746,647,465,876,742,550,522,578,594,668,577,575,493,876,1090,1333,1264,1112,1010,1068,1197,216,1801
"G1701990","2016-2020","IL",,,"Illinois","17","Williamson County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17199",,,"Williamson County, Illinois",47751,394,0,2,11,23,16,0,55,26,115,484,322,714,864,607,11757,2488,4349,8182,5121,7388,3551,747,535,27937,2193,1482,1274,1619,1362,1458,1295,1469,1315,2195,2501,3766,2639,1264,1123,982,52076,31435,120900,"Williamson County, Illinois",214,136,28,3,17,32,18,28,51,18,84,152,135,172,192,164,722,295,438,700,466,544,381,169,187,399,371,261,225,301,229,258,272,308,293,326,304,391,384,195,238,199,2413,134,4569
"G1702010","2016-2020","IL",,,"Illinois","17","Winnebago County","201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17201",,,"Winnebago County, Illinois",193630,2385,10,68,34,291,240,144,439,1444,434,2176,3521,3424,5597,3387,47698,11947,17746,29771,18364,28745,11708,2944,1113,115768,7630,5305,6557,5469,6105,6284,5420,4886,4748,9895,12167,14329,9759,6774,5912,4528,55310,125703,121400,"Winnebago County, Illinois",79,439,15,47,43,173,96,62,188,300,144,406,567,395,601,382,1475,667,681,1230,864,1266,666,412,211,760,605,599,609,492,600,685,613,474,512,776,845,848,703,701,453,423,1184,199,2155
"G1702030","2016-2020","IL",,,"Illinois","17","Woodford County","203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US17203",,,"Woodford County, Illinois",26014,42,1,0,0,0,1,0,0,25,2,281,160,228,336,347,7123,772,1861,3200,2835,5620,2586,268,326,14652,458,493,472,500,493,543,439,589,632,1245,1488,2216,1415,1024,1335,1310,74777,15625,170800,"Woodford County, Illinois",74,28,2,25,25,25,3,25,25,28,4,87,96,95,131,121,397,159,231,348,293,415,341,102,132,237,109,157,161,106,142,120,129,159,159,230,222,278,203,187,201,212,2671,95,5397
"G1800010","2016-2020","IN",,,"Indiana","18","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18001",,,"Adams County, Indiana",21307,225,0,0,0,0,37,0,13,17,20,1806,273,212,325,265,7903,1073,1482,2365,2105,2225,820,96,45,12512,580,622,459,572,821,932,586,737,621,1161,1431,1804,1047,595,357,187,52712,13328,142100,"Adams County, Indiana",81,168,26,26,26,26,44,26,16,26,28,359,137,97,118,116,559,217,300,364,319,383,218,61,45,261,163,182,142,181,203,234,166,199,235,237,260,288,192,158,122,82,3351,106,6102
"G1800030","2016-2020","IN",,,"Indiana","18","Allen County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18003",,,"Allen County, Indiana",245032,3674,54,12,196,270,431,573,531,1274,485,2886,2864,3554,4353,3586,60241,9896,17130,35434,26707,47685,17450,3605,2141,147043,7242,5974,7519,7514,7031,8071,6497,7035,6962,13065,16476,20671,12488,7605,6985,5908,57104,159424,136700,"Allen County, Indiana",72,587,36,16,138,136,182,233,201,276,175,525,393,373,465,400,1976,806,917,1600,1087,1572,1095,415,307,838,633,537,763,747,566,803,687,618,718,791,944,1027,732,615,544,508,942,213,2256
"G1800050","2016-2020","IN",,,"Indiana","18","Bartholomew County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18005",,,"Bartholomew County, Indiana",56709,1056,11,0,0,28,4,84,0,242,202,295,728,828,1240,928,14310,3311,3029,6252,4909,11004,6873,745,630,31772,1856,1022,1040,1450,1405,1330,1725,1103,1118,2391,3593,4760,3126,1963,2180,1710,66978,34480,163400,"Bartholomew County, Indiana",195,232,18,29,29,43,8,62,29,168,186,134,271,239,373,305,1096,473,456,620,580,830,516,344,137,473,327,234,309,203,326,221,355,225,240,344,473,460,392,288,281,271,3123,90,4690
"G1800070","2016-2020","IN",,,"Indiana","18","Benton County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18007",,,"Benton County, Indiana",5858,21,0,0,0,6,2,7,0,19,13,76,165,72,159,75,1993,318,509,885,461,832,196,37,12,3435,159,183,219,165,132,241,181,209,142,386,391,389,262,70,236,70,52656,3917,98900,"Benton County, Indiana",18,15,17,17,17,11,4,8,17,17,13,33,85,32,51,32,191,81,99,148,107,131,54,25,15,119,47,65,75,47,50,95,56,64,50,101,68,80,71,29,127,32,4101,49,7546
"G1800090","2016-2020","IN",,,"Indiana","18","Blackford County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18009",,,"Blackford County, Indiana",8448,70,0,0,0,0,0,0,5,12,2,164,67,180,151,103,3563,440,753,1041,740,658,384,18,97,5105,583,244,227,320,387,380,184,261,274,459,508,582,308,142,172,74,44341,6013,73500,"Blackford County, Indiana",40,49,19,19,19,19,19,19,7,18,4,108,38,65,69,55,296,113,188,191,185,156,103,22,71,192,191,111,97,81,135,118,61,83,89,102,134,130,96,82,106,51,4027,27,6715
"G1800110","2016-2020","IN",,,"Indiana","18","Boone County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18011",,,"Boone County, Indiana",44301,280,36,0,0,0,12,12,162,55,44,227,302,414,498,359,7141,1101,2650,4783,3709,13681,5800,1773,1262,25822,1110,673,653,574,574,789,734,815,933,1907,1903,3721,2633,2132,2754,3917,89444,27574,245200,"Boone County, Indiana",123,132,57,29,29,29,20,17,80,45,52,101,235,143,137,159,591,218,353,498,553,798,631,344,287,464,357,205,188,184,175,217,238,181,241,353,322,379,464,383,419,413,3440,93,7658
"G1800130","2016-2020","IN",,,"Indiana","18","Brown County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18013",,,"Brown County, Indiana",11498,27,0,0,0,0,0,1,0,5,12,142,40,246,142,148,3284,514,903,1719,941,2059,839,281,195,6372,291,224,242,414,284,262,306,286,142,532,461,959,852,382,398,337,66833,8736,206600,"Brown County, Indiana",91,30,19,19,19,19,19,4,19,12,20,77,35,85,59,69,379,165,205,293,158,234,189,125,96,291,116,98,121,159,90,106,121,94,64,155,132,244,157,97,133,110,8585,65,14489
"G1800150","2016-2020","IN",,,"Indiana","18","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18015",,,"Carroll County, Indiana",14131,61,0,0,1,13,1,5,6,102,3,220,258,304,357,362,5071,727,1156,1893,1421,1520,514,83,53,8123,249,201,468,435,557,693,360,259,424,732,905,990,686,514,406,244,56159,9643,133600,"Carroll County, Indiana",82,40,23,23,14,18,10,8,9,97,7,86,133,86,158,130,337,134,190,265,202,210,104,42,40,222,97,76,142,124,189,173,105,84,132,144,183,157,133,135,118,82,4720,56,7520
"G1800170","2016-2020","IN",,,"Indiana","18","Cass County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18017",,,"Cass County, Indiana",25941,512,7,0,44,0,158,27,155,223,60,437,366,574,781,483,9039,1544,1837,3614,2709,2310,894,129,38,14950,792,789,1019,970,817,944,855,585,907,1139,1634,2136,1268,449,480,166,49020,16362,91500,"Cass County, Indiana",140,190,13,26,43,26,93,27,82,121,45,166,123,138,212,123,503,309,230,389,297,321,195,82,45,269,156,181,181,229,212,178,168,146,212,209,245,255,221,129,115,65,1851,135,3747
"G1800190","2016-2020","IN",,,"Indiana","18","Clark County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18019",,,"Clark County, Indiana",81421,450,0,13,1,0,92,43,120,499,228,620,1322,1521,1785,1259,23922,5076,6418,12646,8533,11224,4325,653,671,45024,2022,1793,1377,2161,2154,2544,1918,2831,2459,4039,5142,6425,4500,2157,2158,1344,57111,51138,152000,"Clark County, Indiana",247,160,29,19,3,29,87,42,88,281,122,191,242,330,315,282,1189,579,597,951,721,800,510,192,250,646,391,339,225,332,334,358,280,387,619,490,514,616,469,311,308,197,1699,164,3690
"G1800210","2016-2020","IN",,,"Indiana","18","Clay County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18021",,,"Clay County, Indiana",18224,109,0,0,0,0,0,6,8,21,14,96,508,429,319,170,6578,1114,1504,2013,2320,2145,628,210,32,10454,368,438,436,564,377,539,687,621,386,851,1256,1808,934,504,495,190,59398,11773,104200,"Clay County, Indiana",93,53,23,23,23,23,23,13,15,23,15,52,218,158,118,94,480,266,221,293,293,337,163,105,23,312,147,128,141,149,103,186,168,171,129,190,277,261,172,167,132,99,4850,77,6707
"G1800230","2016-2020","IN",,,"Indiana","18","Clinton County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18023",,,"Clinton County, Indiana",21193,279,0,0,16,0,77,107,63,258,119,199,532,566,372,219,8362,1172,1534,2287,1929,2065,853,135,49,12144,420,488,688,740,736,790,516,668,547,1253,1315,1993,931,540,354,165,53750,13376,119000,"Clinton County, Indiana",104,120,26,26,28,26,59,84,62,160,66,103,196,186,108,100,443,223,259,260,298,256,186,69,35,237,124,152,206,192,192,152,120,183,158,211,229,288,147,124,103,81,2737,79,6443
"G1800250","2016-2020","IN",,,"Indiana","18","Crawford County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18025",,,"Crawford County, Indiana",7440,59,0,0,0,0,9,0,7,13,11,222,112,476,195,179,2826,687,599,752,515,476,249,24,29,4117,391,254,227,233,232,342,240,246,125,338,677,379,225,64,84,60,41761,5568,89500,"Crawford County, Indiana",55,32,19,19,19,19,12,19,11,17,17,74,40,203,69,91,267,141,130,166,135,113,85,21,31,177,106,96,58,90,102,123,88,78,54,109,155,81,69,50,48,44,4081,52,10619
"G1800270","2016-2020","IN",,,"Indiana","18","Daviess County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18027",,,"Daviess County, Indiana",20653,343,1,17,16,0,0,11,0,165,31,2448,683,517,368,362,6449,900,1143,2176,2378,1776,721,79,69,11354,651,689,661,518,706,432,339,555,590,1156,1253,1261,1142,594,568,239,53800,12565,139800,"Daviess County, Indiana",138,160,3,23,27,26,26,30,26,118,30,302,226,167,133,142,423,182,206,341,311,287,177,39,47,226,191,181,140,180,204,142,87,134,155,208,218,270,192,195,134,85,1962,57,11088
